Date received,Tag,Consumer Claim,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID,Tag_clean
03/05/2019,"Credit reporting, credit repair services, or other personal consumer reports","I did my taxes with XXXX XXXX a couple weeks ago, around XX/XX/XXXX, and they gave me the option to check my credit score. Once I did, I found that there was a credit card opened in my name in XX/XX/XXXX and a school loan opened in XX/XX/XXXX. None of these are mine. I am XXXX and in XXXX i would have been XXXX  so there's no way I opened that card and i-I 've never applied for a school loan. They are still using the card because I see it being updated on my credit report.",,EdFinancial Services,MA,017XX,,Consent provided,Web,03/11/2019,Closed with explanation,Yes,,3169983,Credit reporting
03/05/2019,"Credit reporting, credit repair services, or other personal consumer reports","I have been a victim of Identity Theft as well as several Data Breaches. The latest being XXXX   XXXX XXXX. The Items I have identified and highlighted on my credit report do not relate to any transactions that I have made or have applied for resulting in several Inquiries all which have hurt my credit score I value. Please block, remove, update or delete this information pursuant to section 605B and 15 Code Section 1681I once identity theft has been alleged until further due diligence has been performed for a reasonable conclusion has been determined.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,UT,847XX,,Consent provided,Web,03/05/2019,Closed with explanation,Yes,,3170695,Credit reporting
03/05/2019,"Payday loan, title loan, or personal loan","On XX/XX/2014 someone went online & received a payday loan in my name. Not sure of the amount of the loan, but I am responsible for {$380.00} on my credit report. I am in the process of purchasing a home and this shows up. I have not gotten a loan from Speedy Cash and dont think I should be held responsible. I need it remove off of my credit because it was not me. Please!!!",,CURO Intermediate Holdings,AL,,,Consent provided,Web,03/05/2019,Closed with explanation,Yes,,3169845,Loan
03/05/2019,Credit card or prepaid card,"On XX/XX/XXXX, I made a purchase of over {$500.00} on my XXXX charge card ( issued through XXXX XXXX ).  On XX/XX/XXXX, I paid the balance, in full. I tried to use my charge card on XX/XX/XXXX and was unsuccessful. I was unaware that my account had been closed without my permission or any type of notice. This caused a decrease in my credit score by over 25 points. I do not carry a large outstanding balance on any of my cards, and I try to use all of them at lease once every 6 months to keep them open and active. I am trying to maintain a high credit score and low utilization rate so that I can purchase a home in the near future. This is not the first time Comenity Bank has done this to me - closing accounts with no notice. I have lost at least three accounts in this manner, thus causing credit score fluctuations and concerns. 
Through my account, online, on XX/XX/XXXX I received a notice regarding changes in the way they calculate the minimum payment due, as well as changes to their arbitration process. NO WHERE did I read that they were closing my account. 
My personal assumption is that they close these cards regularly so that it incentives customers to continuously open new accounts ( new account = discount on purchase & employee commissions ) ; this behavior can have a negative impact on one 's credit.",,Alliance Data Card Services,MS,,,Consent provided,Web,03/05/2019,Closed with non-monetary relief,Yes,,3169969,Credit card
03/05/2019,"Credit reporting, credit repair services, or other personal consumer reports","My home mortgage with Nationstar Mortgage is not being reported. 

The co-borrower, XXXX XXXX, filed bankruptcy and received a discharge. I did not. I have been paying my mortgage on time monthly and would like for this to be reflected.",,NATIONSTAR MORTGAGE,FL,330XX,,Consent provided,Web,03/05/2019,Closed with explanation,Yes,,3169419,Credit reporting
03/05/2019,Debt collection,I was covered under XXXX  XXXX back in XXXX for my pregnancy and all my visits and scans were covered. i had a high risk pregnancy for the entire 9 months. i lived in the hospital trying to save my baby. My daughter was born XX/XX/XXXX and the insurance was terminated effective XX/XX/XXXX. Now in XXXX i have these bills in my credit report for the delivery and in my husband credit report as well. This issue has affected us tremendously. I contacted all 3 credit bureaus and provided proof of insurance and eligibility and had the accounts DELETED and slowly they come back again. I contacted the reporting agency and are constantly reselling the accounts. This is FRAUD. I'm trying to buy a house and this is blocking my family blessings. You must delete this from my record. I work too hard and pay taxes and INSURANCE for this mess. I HAVE COPIES OF ALL MY CREDIT REPORT FROM XXXX AND THESE ACCOUNTS HAVE BEEN RESOLD OVER AND OVER.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Ability Recovery Services, LLC",FL,331XX,,Consent provided,Web,03/05/2019,Closed with explanation,Yes,,3170040,Debt collection
03/05/2019,"Credit reporting, credit repair services, or other personal consumer reports","In XX/XX/XXXX I received an auto loan from XXXX XXXX XXXX. Throughout the lifetime of the loan, I experienced numerous inaccuracies reported by XXXX XXXX on my credit report. Some of the inaccuracies were corrected after having to jump through hoops with XXXX XXXX XXXX, yet additional inaccuracies continued to show up on my reports. Currently, I am in the process of purchasing a house and am reviewing the negative accounts on my credit reports and XXXX XXXX is one of them. After looking into the payment history, I realized that XXXX XXXX has multiple 30, 60, 90 day late payments on my account, including listing the account as late when closed ( which is impossible if the account was paid in full ). There was only one time that I was late on my loan with XXXX XXXX and that was in XX/XX/XXXX. I have tried to call XXXX directly to correct the errors and their customer service team has refused to acknowledge that I ever had an account with them.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,MA,021XX,,Consent provided,Web,03/05/2019,Closed with explanation,Yes,,3170178,Credit reporting
03/05/2019,"Credit reporting, credit repair services, or other personal consumer reports",Hard Inquiry on my credit report for something I did not get approved for is stopping me from getting an apartment and other financial needs. This has destroyed my credit history.,,FIFTH THIRD FINANCIAL CORPORATION,NY,,,Consent provided,Web,03/05/2019,Closed with explanation,Yes,,3169937,Credit reporting
03/05/2019,"Credit reporting, credit repair services, or other personal consumer reports","I never received a bill from XXXX XXXX credit card company. They then closed my account but continued charging me fees. I paid the original amount due. My bank cashed a check in the amount of {$52.00} on XX/XX/, 2018. They ( XXXX XXXX ) sold this note to another company. That company ( Resurgent Capital Services ) failed to do anything to resolve this issue and refuses to acknowledge that I paid anything to XXXX XXXX even though I got a letter from my bank confirming the payment. Resurgent continues to pursue me and refuses to take this off of my credit report.",,Resurgent Capital Services L.P.,TN,379XX,,Consent provided,Web,03/05/2019,Closed with explanation,Yes,,3170248,Credit reporting
03/05/2019,Checking or savings account,"Hello, My name is XXXX XXXX. I am XXXX-year-old XXXX person. 
On XX/XX/2019 the XXXX XXXX  customers were transferred to the People 's United Bank. I had a free checking in the XXXX XXXX  and as an elderly person should have a free checking in the People 's United Bank too. On XX/XX/2019 I notices {$3.00} charge as service fee from my free checking. I wrote a message to the customer service of said bank and they said that every time when I use my debit card to pay bills online they will charge {$3.00} service fee for each transaction. Why should they charge any fees for debit card payments? Please see their answer to my email as following : Thank you for contacting us. In response to your inquiry, there is a {$3.00} fee for each Network Bill payment processed against your account. This appears in your account history as a NTWK BILL PYMT DB and was debited on XX/XX/2019 for {$38.00} from XXXX. 
Network Bill Payment is used by merchants when you have provided them with your XXXX card number for payments. 
You may wish to speak to the merchant directly in regard to how they process payments.

Although you are qualifying for free checking, ( this only waives the {$10.00} monthly maintenance fee on your Plus Checking account. It does not waive these types of fees. 
To avoid this fee, you may consider converting your account to an Advantage Plus Checking account. You would also avoid this fee if you make your payment via Peoples.com Online Banking. 
I am sorry, but because this fee is valid, I am unable to submit a refund. If you have any further questions, please let us know or contact us at XXXX. 
Thank you, XXXX",,"PEOPLE'S UNITED BANK, NATIONAL ASSOCIATION",CT,,Older American,Consent provided,Web,03/05/2019,Closed with monetary relief,Yes,,3169613,Bank account
03/05/2019,"Credit reporting, credit repair services, or other personal consumer reports","I'm divorced XXXX I had a joint mortgage with XXXX they released me XXXX it was sold to XXXX XXXX then sold again XXXX to Select portfolio services ... ..XXXX Select Portfolio Services is now recording his loan on my credit ... .XXXX is out of business XXXX will not talk to me, because I'm not on the loan, but I was able to get a letter of release from XXXX, SPS will not honor it. SPS says the former banks did not know what they were doing and have be mistaken since XXXX. 

From what I understand, is that my X husband is the successor because the house was given to him in our divorce decree and when you do a modification after divorce you become solely responsible. My name is not on the Loan Modification and I did not need to sign the modification because the home belongs to him along with the promissory note. I also read that a loan modification is consider an assumption. 

Please help me, I just tried to help my daughter to get a loan for a car and we were turn down because of this error. We will try another bank Thank you for your time in this matter. 

XXXX XXXX",Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",NY,,,Consent provided,Web,03/05/2019,Closed with explanation,Yes,,3170488,Credit reporting
03/05/2019,"Credit reporting, credit repair services, or other personal consumer reports","I am writing regarding my XXXX XXXX XXXX XXXX XXXX Credit card ending in XXXX. I am a XXXX XXXX XXXX XXXX and have been a XXXX XXXX XXXX military banking customer for almost 20 years. I pay all of my bills of time and never had a late payment in 25 years of my credit history. I was unaware that I owed a charge of {$18.00} on this card. XXXX XXXX XXXX made no attempts to contact me. I previously tried to download the XXXX on my iphone numerous times but there was a continual error with the app. I was made aware that I owed this {$18.00} through a seperate credit monitoring service through XXXX. As soon as I learned that I owed this money, I called BOA and paid the {$18.00} and an additional {$1.00}. 

XXXX XXXX XXXX reported this late payment to the credit agencies and, as a result, my credit score dropped over 100 points from XXXX down to XXXX. I made numerous attempts to contact XXXX XXXX XXXX and was told they would not help me and would not offer a goodwill adjustment. I've worked hard to build my credit score pride myself in paying all bills on time. I believe that it was excessive to drop my credit score by over 100 points for a single late payment that I did not realize that I owed. I am also concerned that this negative report will hurt my career because I have a security clearance that must be renewed.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,VA,222XX,Servicemember,Consent provided,Web,03/05/2019,Closed with non-monetary relief,Yes,,3170216,Credit reporting
03/05/2019,Mortgage,Selene is in the process of a auction forclosure Sale date is XX/XX/XXXX. The judge ask me last time when I was in court do I wish for them to process the Forclosure. I dont understand why she asked this because I actually have a mortage statement from Selene that was issued on XX/XX/XXXX that says that they have completed the first Forclosure proceedingXX/XX/XXXX. Even though I never got notice that they had even started the process at first. I am not sure exactly when the exact date started of the forclosure but had my address but never sent me notice that they had started the process. I am trying to find out the initial day the forclosure proceeding started. I also see on XXXX that the house was sold XX/XX/XXXX for {$120000.00} so how is this possible if they are taking me to court now to do a forclosure. i dont know what is going on but can you see if you can get some answers to these questions.,,Selene Finance LP,DC,20019,,Consent provided,Web,03/05/2019,Closed with explanation,Yes,,3170520,Mortgage
03/05/2019,"Credit reporting, credit repair services, or other personal consumer reports","I have been a victim of Identity Theft as well as several Data Breaches. The latest being XXXX   XXXX XXXX. The Items I have identified and highlighted on my credit report do not relate to any transactions that I have made or have applied for resulting in several Inquiries all which have hurt my credit score I value. Please block, remove, update or delete this information pursuant to section 605B and 15 Code Section 1681I once identity theft has been alleged until further due diligence has been performed for a reasonable conclusion has been determined.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",UT,847XX,,Consent provided,Web,03/05/2019,Closed with explanation,Yes,,3170698,Credit reporting
03/05/2019,Credit card or prepaid card,"I had a XXXX XXXX card which I always paid on time. In XXXX I deployed to XXXX and asked for my payments to be deferred which was done at a later date by AAFES. However, they still reported negative information on my account. In XXXX while stationed in XXXX my AAFES card was fraudulently used to purchase a computer notebook. I did not make the purchase and didn't know that a purchase had been made on my charge card until after negative information started appearing on my credit report. AAFES confirmed that the purchase was made but failed to send me the dispute documents. They said the purchase was made online and shipped stateside even though I was still in XXXX. I made some payments and then felt that I should have to pay for something I didn't purchase. AAFES then took the remaining balance from my Tax Refund. I did not want to continue to argue with AAFES so I called and asked if the account was paid in full and they confirmed the account showed a XXXX balance in XXXX. In XXXX negative information started showing on my credit report. The negative information showed {$1.00} was owed and placed for collections. 

In XXXX AAFES also agreed to remove all negative information from my credit report due to several situations arising while servicing the account. 

I am a XXXX XXXX XXXX  veteran and AAFES mistakes is making it difficult for me to find adequate housing. Due to my XXXX i have limited options where I can live.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Army and Air Force Exchange Service,,,Servicemember,Consent provided,Web,03/05/2019,Closed with explanation,Yes,,3170003,Credit card
03/05/2019,Debt collection,"XXXX XXXX XXXX has willfully reported to the credit bureaus an account without first verifying if the alleged debt is mines by properly sending correspondence to verify the debt. They claim they mailed correspondence which I never received by mail. USPS has lost mail in transit due to carrier mail issues. I have spoken with the local supervisor from the USPS for XXXX and it was confirmed scanned informed delivery which I get a preview of mail was lost in transit. XXXX  XXXX XXXX is stating I called them and I did inform them I had seen a scanned image of upcoming mail but the mail was lost in transit and never delivered to my mailbox. Under federal law I have a right to dispute all alleged debts. I received a uploaded document from the CFPB from them and immediately disputed the debt as involved in fraud case by mail to them. They have failed to remove the reporting from the credit reporting agencies. Under provisions of the federal law the FDCPA states, the if debt collector does not verify the debt, it is not allowed to continue collecting the debt from you nor can it sue you or list the debt on your credit report. XXXX XXXX XXXX is assuming the correspondence was received which it was not. I discovered the actual alleged debt from an uploaded document they sent again to the CFPB. This is now my second attempt for them to comply to the law. After the the fourth attempt I will be seeking other legal remedies. This company from numerous XXXX   complaints have a history of ignoring federal laws and continuing collection activities this is why I am getting the CFPB involved in https : XXXX",,"Green & Sons Agency, Inc.",UT,841XX,,Consent provided,Web,03/11/2019,Closed with explanation,Yes,,3169955,Debt collection
03/05/2019,Mortgage,"My mortgage company XXXX XXXX no longer opens as XXXX instead https : XXXX, looks like a scam, no one seams to be aware that perhaps XXXX  no longer exists, I WANT TO MAKE MY payment on time and NO ONE is aware of this, yet when I manage to contact them XXXX they ask for my loan #, I gave it to them and they kept saying NO you do not have a loan with us, and next they ask for my SS. to that I did not accept, again it is a mess this looks like 2008 again and they purposely transfer you to the automated system, if you say the wrong thing this will place you on hold, yet if you want to buy or you pretend to be a buyer the answer is immediate, and the loop starts again .... 
On XX/XX/XXXX at XXXX I have tried again and again and no one knows what the XXXX is happening .... great XXXX XXXX Supervisor `` believed that the loan was purchased '', ... "" we buy thousands and thousands of loan / portafolios '' stated the previous rep, Mr. XXXX stated that transferred to another "" live licensed rep '' at the end of the call "" sorry the representatives are gone for the day. "", Gentlemen, this really XXXX  looks like 2008 again, this is destroying AMERICA and is happening during you watch, I hope someone does something about it, I can not imaging man and woman in uniform dealing with all this red tape, when instead of returning to his families they have to spend days trying to "" PAY ON TIME THEIR MORGAGES ''. but you can always call Mr. COOPER .... right? sorry I forgot since is so big SO BIG you can do nothing about it. 
Sad ..",,NATIONSTAR MORTGAGE,FL,331XX,,Consent provided,Web,03/11/2019,Closed with explanation,Yes,,3169506,Mortgage
03/05/2019,"Credit reporting, credit repair services, or other personal consumer reports",Freedom Mortgage reported me as being late for account number XXXX for several months when I was advised that I would not be reported late. I had a XXXX in the family and keep Freedom Mortgage up to date with everything. They told me that they would remove these late payments but they haven't.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FREEDOM MORTGAGE COMPANY,NJ,,,Consent provided,Web,03/05/2019,Closed with explanation,Yes,,3169981,Credit reporting
03/05/2019,Credit card or prepaid card,"I have a Citi card and am due a refund as part of the XXXX settlement reached with regulators. I received a letter from Citi dated XX/XX/XXXX advising me that my refund check had been sent, but not cashed. I called them on XX/XX/XXXX and was told they would send another check and to followup in 3 weeks. 

I never received the 2nd check either. I called Citi yesterday and there is no answer at the XXXX # provided. I called the regular customer service number and was told there was nothing in my history about the refund. I was told a manager would call me back by XXXX XXXX, but I never got a call. 

I want either the check, or the money applied to my account balance.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",GA,,,Consent provided,Web,03/05/2019,Closed with explanation,Yes,,3169735,Credit card
03/05/2019,Mortgage,"This complaint dates back to last XX/XX/XXXX during a loan modification which was done with XXXX ( Account # XXXX ) my previous loan servicer this was after a 2 month forbearance after Hurricane Irma. They had indicated a shortage to my escrow account in the loan modification documents. I was provided different information every time I spoke on the phone with a XXXX   representative. One would say I had an overage, others would say I had a shortage. The modification documents indicated at {$1900.00} shortage. I called, I emailed and wrote letters, I requested a Escrow review of my account in XXXX and XXXX and was told one would be done. They kept delaying and I finally had to sign the Modification documents on XX/XX/XXXX under duress otherwise the Modification would be withdrawn. No review of my escrow was ever done by XXXX, I discovered what appears to be an error when I reviewed the two Escrow Disclosure statements from XXXX for XXXX and XXXX. The Escrow balance for XX/XX/XXXX shows an actual escrow balance of {$2200.00}, the next statement shows a XXXX actual balance for XXXX, a difference of XXXX when only XXXX should have been withdrawn from this account to pay for the monthly mortgage insurance. I have recently contacted by phone and email to XXXX and they have not responded. 

In XX/XX/XXXX my loan servicing was transferred to Mr Cooper ( Formerly Nationstar Mortgage. ) ( Account # XXXX ). Mr Cooper did do a escrow analysis in XXXX of XXXX. That analysis was completely mishandled and they indicate a shortage of XXXX in my account. Even though my account is currently at a XXXX deficit as of XX/XX/XXXX. Their major errors was their analysis to my Hazard insurance and Morgage insurance. They indicated the Hazard insurance was XXXX last year ( when it was actually XXXX ) and this year the correct amount of XXXX. The Mortgage insurance they again misquoted last year at XXXX ( the actual was XXXX ) and listed this year the correct amount at XXXX so they are showing a difference from last year to this year of XXXX increase. This is totally wrong. They are demanding the difference be paid in a lump sum or have my monthly payment increased to cover the shortage over a year period. I have contacted Mr Cooper by phone on  XX/XX/XXXX and was told someone would look at it but no one from their Escrow will call, just an email. I have also sent a letter stating the error. The new charges will be taking effect in XXXX so something needs to happen quickly. The simple facts are that my Hazard insurance has gone down from XXXX to XXXX. My taxes did go up from XXXX to XXXX, so the net effect of the two is only XXXX. I am already paying one shortage based on XXXX miscalculation and that was to be spread out over 5 years. 
I want both XXXX and Mr Copper to correct the errors made to my escrow account and have XXXX send the deficiency to Mr Cooper post haste. I want Mr Cooper to revise the shortage based on all of this information. 
Contact Information : XXXX : XXXX XXXX XXXX XXXX, NJ XXXX Phone XXXX XXXX XXXX : XXXX XXXX XXXX XXXX. XXXX, Tx. XXXX Phone XXXX",,NATIONSTAR MORTGAGE,FL,339XX,,Consent provided,Web,03/11/2019,Closed with explanation,Yes,,3170293,Mortgage
03/05/2019,"Credit reporting, credit repair services, or other personal consumer reports","XXXX XXXX has been sending me inaccurate credit scores and report through my email and their website XXXX XXXX XXXX XXXX. 
XXXX XXXX company has a business partnership with Transunion and XXXX Credit Reporting Agencies only and not with XXXX. 

On XX/XX/XXXX I received a Transunion  alert verification and Notification from XXXX XXXX that my XXXX XXXX XXXX Auto Loan account # XXXX has been placed Current and Deliquency and 30-60-90 days late has been removed and deleted by XXXX on XX/XX/XXXX. 
XXXX XXXX implemented a recent XX/XX/XXXX Transunion credit score of XXXX. 
But XXXX XXXX hasn't displayed the same information and credit score with XXXX. 

Also, XXXX XXXX is not displaying XXXX XXXX XXXX XXXX XXXX XXXX of a merchandise credit of XX/XX/XXXX till Present.I have been making timely payments since XX/XX/XXXX till Present. 
I made contact directly with XXXX Credit on XX/XX/XXXX on my account # XXXX this account is only displaying with XXXX and XXXX XXXX stated to me on XX/XX/XXXX around XXXX XXXX California time that XXXX XXXX sends verifications to XXXX, Transunion and XXXX. 

I been having many issues with XXXX XXXX with their inaccuracy credit reporting alerts and not reporting accurate credit scores. 

I am XXXX Lifetime, XXXX and a XXXX XXXX XXXX XXXX XXXX. 
Respectfully XXXX XXXX are supporting our XXXX XXXX and Citizens in the community of America. 
I am going through a VA Loan and purchase process in Florida and need accurate information what has been implemented on this complaint. 
Is XXXX XXXX violating my XXXX XXXX Civil Rights Act under Department of Justice? 
Very Urgent Matters!",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,94565,Servicemember,Consent provided,Web,03/05/2019,Closed with explanation,Yes,,3170218,Credit reporting
03/05/2019,"Credit reporting, credit repair services, or other personal consumer reports","On XX/XX/2018 As every liable consumer i have done my regular mortgage payment, The bank by mistake sent my mortgage payment to totally different institution confirming me wrongly that my payment was received and paid to my mortgage company, unfortunately it wasn't. After 30 days I did my next payment never had an idea my payments weren't went through. I've got reported by my mortgage company with late payments. Long story short I called to credit bureaus XXXX   XXXX, and XXXX Both XXXX and XXXX were cleared my credit report history with no any extra headache but XXXX won't clear. its been a year already still no luck with XXXX. Please give me an advice how to solve this issue i have all the legal documents, Thank You",,OCWEN LOAN SERVICING LLC,CA,935XX,,Consent provided,Web,03/05/2019,Closed with explanation,Yes,,3169618,Credit reporting
03/05/2019,"Credit reporting, credit repair services, or other personal consumer reports","Hello, I recently checked my credit score through credit karma and saw that I had a hard inquiry from XXXX XXXX  airlines/entertainment for XX/XX/XXXX of 2019. I have never applied for a credit card through XXXX XXXX until XX/XX//2019. ( which does show up on my credit karma score ) I have tried numerous times to get ahold of XXXX XXXX and I keep getting redirected to someone else. Ive called XXXX XXXX  and get redirected to credit karma. This mistake is affecting my credit score that Ive been working very hard to improve.",,"Credit Karma, Inc.",CA,956XX,,Consent provided,Web,03/11/2019,Closed with explanation,Yes,,3170006,Credit reporting
03/05/2019,"Credit reporting, credit repair services, or other personal consumer reports",I started a Dispute in XX/XX/2018 about how XXXX was reporting payment and balance info. The reporting was corrected. The Dispute was to be removed from my report by XX/XX/2018. It is still listed as an open Dispute and blocks me from any other Disputes. Only one Dispute at a time. The company at fault is Credit Karma. They refuse to acknowledge there is anything wrong.,,"Credit Karma, Inc.",NY,147XX,"Older American, Servicemember",Consent provided,Web,03/05/2019,Closed with explanation,Yes,,3169870,Credit reporting
03/05/2019,"Credit reporting, credit repair services, or other personal consumer reports","I have wrote several disputes to the credit reporting agencies about XXXX XXXX XXXX. Showing them each violation and its inaccuracies. I have asked them to Please perform an investigation and help me figure out why my credit report doesnt match my records. XXXX The XXXX XXXX is reporting different on each credit bureau XXXX shows {$1000.00}. Experian shows {$0.00}. XXXX shows {$1000.00}. 

Each credit bureau shows a different date of last active. XXXX Shows XX/XX/XXXX. Experian shows XX/XX/XXXX. XXXX shows XX/XX/XXXX. This account was re-aged and is in violation and needs to be removed immediately. 

This account says Collection/Charged off. How can a collection have a charge off? and if it is charged off why does the payment history have late payments each month? this is a violation of the FCRA",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,CA,923XX,,Consent provided,Web,03/05/2019,Closed with explanation,Yes,,3170075,Credit reporting
03/05/2019,"Credit reporting, credit repair services, or other personal consumer reports","I am a victim of Identity theft and it has been an absolute nightmare trying to get back on track and get my life some what back together. That said, the bureaus are not making the process any easier. I have sent them a stamped copy of my police report, a notarized statement and a fraud affidavit payment and to my dismay the fraudulent entries still remain. 

XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,945XX,,Consent provided,Web,03/05/2019,Closed with explanation,Yes,,3170491,Credit reporting
03/05/2019,"Credit reporting, credit repair services, or other personal consumer reports","ALL OF THE ABOVE- focus now is on old info that never goes away. 2- info that is reposted to make me look bad. further with statements of pure libel- that read "" too many inquiries '', "" massive delinquincy '' - make attempts to extort the consumer to no end. My ID was stolen- reported to XXXX and XXXX sherrif , and XXXX FBI XXXX No credit bureau will accept communications from these agencies- demanding I provide the internal case information. I don have access to FBI internal systems- or i would be investigating multiple leads right now, myself. 

When I moved here 6 mos ago- they read "" data unavailable for new credit ''. Now they read worse then "" serious delinquincy. '' I owe nobody. ALL ACCOUNTS ARE DISPUTED IN FULL- I have the right to not pay accounts and still have them removed. NO BUREAU HAS COMPLIED since initial proceedings over 12 mos ago- and when they comply its for 6 mos at a time- then the old info shows up again. 

The laws are rigged against the consumer to collect damages due. I should not be forced into payments for debts I can legally dispute in full, like a lemon XXXX XXXX that XXXX DID NOT and WILL NOT fix. XXXX refuses to collect the info from XXXX  XXXX XXXX who serviced the car, and refused to fix it. Then XXXX refused to remove the loan -or pickup the car. XXXX resells the data to itself under multiple trade names. 

A rising cr score indicates that not only are these account reports slanderous- but dated and resold. I can not establish new credit whatsoever due to this blasphemy being resold to merchants- but hidden from me.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",AZ,853XX,Servicemember,Consent provided,Web,03/05/2019,Closed with explanation,Yes,,3169688,Credit reporting
03/05/2019,"Credit reporting, credit repair services, or other personal consumer reports",XXXX XXXX  reported me as being late for account number XXXX for several months when I was advised that I would not be reported late. I had a death in the family and keep XXXX XXXX   up to date with everything. They told me that they would remove these late payments but they haven't.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,NJ,,,Consent provided,Web,03/05/2019,Closed with non-monetary relief,Yes,,3169910,Credit reporting
03/05/2019,Student loan,Navient keeps calling and from multiple numbers. I started to write a list of dates and times. XXXX XXXX owes me if anything!,,"Navient Solutions, LLC.",NV,891XX,,Consent provided,Web,03/05/2019,Closed with explanation,Yes,,3169757,Loan
03/05/2019,Debt collection,"The below information is being reported to my credit report and is not correct. The company also has broken HIPPA rules by disclosing private health information to the public. I do not owe this company any money, I requested information and signed itemized invoicing to prove such amount owed. Too date nothing has been sent and adverse information is being reported to my credit report.

ADVERSE ACCOUNTS Adverse information typically remains on your credit file for up to 7 years from the date of the delinquency. To help you understand what is generally considered adverse, we have added >brackets< to those items in this report. For your protection, your account numbers have been partially masked, and in some cases scrambled.

RECEIVABLES MANAGEMENT PARTNERS LLC # XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX IL XXXX ( XXXX ) XXXX Placed For Collection : XX/XX/XXXX Responsibility : Individual Account Account Type : Open Account Loan Type : COLLECTION AGENCY/ATTORNEY Balance : {$190.00} Date Updated : XX/XX/XXXX Original Amount : {$190.00} Original Creditor : XXXX XXXX XXXX XXXX ( XXXX XXXX ) Past Due : {$190.00} Pay Status : >In Collection< Remarks : ACCT INFO DISPUTED BY CONSUMR ; >PLACED FOR COLLECTION<",,"Receivables Management Partners, LLC",PA,189XX,,Consent provided,Web,03/12/2019,Closed with explanation,Yes,,3170470,Debt collection
03/05/2019,"Credit reporting, credit repair services, or other personal consumer reports","Incorrect information reported to Credit companies by my mortgage company. I have never been responsible for a late payment of my mortgage. The new mortgaging company reported me late although my bank sent them two letters saying it had not been my fault. i understand they reported me late for a XX/XX/2018 payment, when in fact i made it on XX/XX/2018.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,MD,208XX,Older American,Consent provided,Web,03/05/2019,Closed with non-monetary relief,Yes,,3169834,Credit reporting
